id,fname,lname,hand,dob,country,height
217231,Anna,Persson,,6/7/1978,SWE,
217232,Charlotta,Aronsson,,2/8/1977,SWE,
217233,Martina,Reiser,,3/3/1983,SWE,
217234,Anna,Wilander,,1/15/1981,SWE,
217235,Julie Anne,Chidley,,9/11/1980,USA,
217236,Katja,Karrento,,6/12/1979,FIN,
217237,Jenny,Zachrisson,,4/2/1982,SWE,
217238,Isabella,Kling,,2/12/1978,SWE,
217239,Karine,Etienne,,6/18/1980,SWE,
217240,Maria,Lindberg,,7/22/1978,SWE,168
217241,Emelie,Akerbrandt Bengtsson,,1/20/1981,SWE,
217242,Cecilia,Wilander,,11/22/1981,SWE,
217243,Linda,Mattsson,,6/22/1978,SWE,
217244,Anna,Nordell,,12/8/1979,SWE,
217245,Gabriella,Reiner,,2/20/1981,SWE,
217246,Johanna,Ingnas,,4/24/1981,SWE,
217247,Anna,Oehme,,7/2/1981,SWE,
217248,Sofia,Haggstrom,,5/14/1984,SWE,
217249,Pakrpa,Pramualsuk,,9/9/1986,THA,
217250,Yasuka,Shiba,,2/27/1958,THA,
217251,Chia Hsuan,Fu,,7/18/1979,TPE,
217252,Dorra,Hammami,,2/26/1981,TUN,
217253,Sedef,Ozkan,,8/15/1981,TUR,
217254,Zeynep,Inanli,,7/16/1981,TUR,
217255,Gamze,Basaran,,4/4/1982,TUR,
217256,Dolunay,Soykan,,10/9/1982,TUR,
217257,Britta,Schneider,,2/10/1964,GER,
217258,Irem,Saram,,5/29/1981,TUR,
217259,Yonca,Gonen,,6/15/1981,TUR,
217260,Gulay,Torgay,,1/5/1983,TUR,
217261,Saffet Seden,Soyalp,,11/3/1985,TUR,
217262,Simge,Resmor,,3/31/1979,TUR,
217263,Inna,Brioukhovets,,,UKR,
217264,Olga,Nefedova,,5/10/1981,RUS,
217265,Agustina,Saenz,,3/27/1978,URU,
217266,Magdalena,Cibils,,5/21/1980,URU,
217267,Marina,Andreoni,,11/2/1978,ARG,
217268,Lorrie,Major,,12/3/1965,USA,
217269,Kendra,Howard,,6/21/1976,USA,
217270,Chris,Payne,,7/6/1961,USA,
217272,Ami,Fujiwara,,6/26/1983,JPN,
217273,Machiko,Fujiwara,,,JPN,
217274,Christine,Simpson,,3/3/1985,USA,
217275,Rankin,Williams,,1/26/1984,USA,
217276,Julia,Roach,,7/21/1985,USA,
217277,Cristina,Condon,,3/16/1985,CHI,
217278,Sabaea,Carrington,,11/25/1981,USA,
217279,Angela,Bernal,,3/10/1972,COL,
217280,Nicole,Roth,,6/2/1975,USA,
217281,Joyce,Bergman,,6/28/1980,USA,
217282,Sarah,Suitor,,4/10/1982,USA,
217283,Jean Marie,Sterling,,11/9/1965,USA,
217284,Jan,Barrett,,5/29/1974,CAN,
217285,Ilona,Vishnevskaya,,2/3/1981,RUS,
217286,Stacey,Anderson,,1/10/1972,USA,
217287,Kelly,Press,,1/29/1972,AUS,
217288,Varita,Sureephong,,7/2/1982,USA,
217289,Shera,Wiegler,,9/10/1978,USA,
217290,Trisha,Holloway,,6/17/1971,USA,
217291,Leanne,Melgaard,,10/30/1975,AUS,
217292,Suzanne,White,,9/21/1968,USA,
217293,Lisa,Broadie,,11/19/1980,USA,
217294,Elizabeth,Wright,,6/27/1980,CAN,
217295,Martha,Morrison,,10/5/1955,USA,
217296,Kandiss,Creighton,,2/21/1977,USA,
217297,Brooke,Siebel,,4/13/1978,USA,
217298,Nelyuri,Calvo,,7/18/1982,VEN,
217299,Thais,Schenck,,1/18/1983,VEN,
217300,Bojana,Damnjanovic,,2/15/1982,YUG,
217301,Rosa,Gajic,,8/10/1982,YUG,
217302,Cristina,Caparis,,8/25/1975,USA,
217303,Rebecca,Hawkins,,8/5/1981,AUS,
217304,Stephanie,Sajbert,,1/12/1979,AUS,
217305,Eiko,Toba,,2/8/1976,JPN,
217306,Machika,Tsuji,,5/14/1971,JPN,
217307,Yumi,Kitano,,9/20/1970,JPN,
217308,Katrin,Scheer,,1/23/1969,GER,
217309,Ai,Ozawa,,1/24/1976,JPN,
217310,Haruka,Yamamoto,,5/7/1982,JPN,
217311,Marie Claire,Mathot,,3/12/1980,NED,
217312,Ana Maria,Hartweg,,12/23/1975,ROU,
217313,Maria Claudia,Negri,,10/9/1972,ITA,
217314,Carla,Santini,,8/27/1975,ITA,
217315,Chen,Shen,,4/25/1985,CHN,
217316,Jennifer,Longin,,9/15/1982,FRA,
217317,Agni,Patsourakou,,5/30/1985,GRE,
217318,Jane,White,,8/10/1976,GBR,
217319,Marta,Melis,,6/18/1986,ITA,
217320,Claudia,Puddu,,10/9/1986,ITA,
217321,Carlotta,Stasi,,11/11/1976,ITA,
217322,Mandy,Septoe,,8/24/1985,RSA,
217323,Jasmine,Wolcott,,1/2/1981,USA,
217324,Lizanne,Marais,,7/5/1984,RSA,
217325,Kathleen,Mcgaffigan,,1/25/1983,USA,
217326,Laetitia,Gassis,,4/28/1981,FRA,
217327,Karine,Redon,,4/28/1981,FRA,
217329,Melissa,Avants,,5/24/1977,USA,
217330,Michelle,Morris Berg,,11/14/1973,USA,
217331,Barbara,Murga,,11/24/1983,CAN,
217332,April,Pfannestiel,,10/11/1983,USA,
217333,Saori,Kaneko,,9/20/1984,JPN,
217334,Laetitia,Zembski,,4/27/1983,FRA,
217335,Christine,Ricour Catella,,8/23/1958,FRA,
217336,Adriana,Gonzalez,,12/28/1971,ESP,
217337,Amandine,Clio,,6/28/1983,FRA,
217338,Judith,Diaz,,5/17/1983,VEN,
217341,Dearbhia,Kelly,,9/8/1980,IRL,
217342,Lauren,Rookledge,,8/4/1980,RSA,
217343,Helene,Mygind,,2/27/1982,DEN,
217344,Elena,Grazioso,,4/15/1986,ITA,
217345,Alessandra,Carta,,9/29/1985,ITA,
217346,Christelle,Prato,,7/10/1987,FRA,
217347,Zuzanna,Grochocka,,6/19/1985,POL,
217348,Gabriela,Marcu,,11/10/1984,ROU,
217349,Olivia,Dubovikov,,3/10/1981,USA,
217350,Leda,Pesatova,,2/11/1985,CZE,
217351,Marketa,Pastikova,,5/6/1984,CZE,
217352,Lucie,Podskubova,,2/27/1983,CZE,
217353,Pavlina,Smatova,,4/11/1986,CZE,
217354,Eleonora,Luciani,,6/21/1987,ITA,
217355,Michela,Trabalioni,,11/25/1986,ITA,
217356,Marie,Croin,,2/25/1969,FRA,
217357,Ivana,Platenikova,,12/29/1984,CZE,
217358,Lara,Garcia,,12/12/1985,ESP,
217359,Kyoko,Hirano,,2/16/1975,JPN,
217360,Maria,Alvaro,,6/16/1986,ITA,
217361,Maria Jesus,Sol Hernandez,,6/2/1985,ESP,
217362,Laura,Quintanilla Vidal,,10/21/1985,ESP,
217363,Shelley,Panford Gyaaba,,5/16/1982,GHA,
217364,Melissa,Nodvin,,2/21/1965,USA,
217365,Cami,Stewart,,3/14/1972,USA,
217366,Marissa,Gildemeister,,3/18/1978,USA,
217367,Florencia,Romani,,6/23/1983,URU,
217368,Kim,Niggemeyer,,11/16/1978,GER,
217369,Emelie,Reutersward,,4/12/1984,SWE,
217370,Elin,Stahl Johansson,,7/12/1984,SWE,
217371,Johanna,Dahlback,,5/6/1985,SWE,
217372,Betty,Tesfu,,10/29/1985,SWE,
217373,Zorana,Stefanovic,,11/11/1982,YUG,
217374,Klara,Kufova,,6/8/1986,CZE,
217375,Johann,Fernandes,,12/10/1984,IND,
217377,Amira,Segaoula,,2/3/1977,ALG,
217378,Feila,Mahiddiene,,1/19/1985,ALG,
217379,Gabriela,Moreira,,1/3/1983,BRA,
217380,Carolina,Pimenta,,7/4/1984,BRA,
217381,Renata,Veiga,,12/20/1985,BRA,
217382,Swetha,Devaraj,,1/25/1985,IND,
217383,Ana,Abad,,4/8/1985,CHI,
217384,Kristin,Reed,,2/4/1972,USA,
217385,Christi,Turdo,,5/9/1961,USA,
217386,Yumi,Ueda,,8/7/1981,JPN,
217387,Monika,Kolbovic,,3/18/1985,CAN,
217388,Sarah,Kadi,,3/8/1980,CAN,
217389,Zuzana,Palovic,,4/23/1984,CAN,
217390,Rossi,Thomas,,6/15/1981,CAN,
217391,Lika,Chkuaseli,,7/17/1986,GEO,
217392,Miriam,Palacios,,11/2/1984,ESP,
217394,Judit,Llorens,,5/19/1984,ESP,
217395,Erika,Reggiane,,3/15/1984,BRA,
217396,Natasa,Krklec Jerinkic,,9/9/1984,YUG,
217397,Petrona,Bantay,,4/16/1978,PHI,
217399,Kumi,Fukui,,10/23/1984,JPN,
217400,Iva,Puflerova,,5/31/1979,CZE,
217401,Alexandra,Demidova,,6/14/1986,SWE,
217402,Esperanza,Vinals Rebassa,,8/17/1987,ESP,
217403,Beatriz,Belda Mullor,,12/1/1985,ESP,
217404,Lianne,Supperstone,,1/25/1985,GBR,
217405,Monica,Mir Daud,,3/26/1987,ESP,
217406,Maria Joao,Antunes,,7/30/1985,POR,
217407,Anastasia,Balafouta,,5/19/1987,GRE,
217408,Nandia,Tenni,,5/16/1986,GRE,
217409,Anastasia,Antoniadou,,1/1/1987,GRE,
217410,Stephanie,Devisme,,6/15/1974,FRA,
217411,Marion,Lecas,,1/23/1983,FRA,
217412,Asami,Nishio,,2/12/1983,JPN,
217413,Ashley,Kroh,,5/6/1983,USA,
217414,Caroline,Woerle,,10/2/1980,GER,
217415,Lubica,Nadasska,,7/17/1985,SVK,
217416,Rani,Cestari Setia,,9/30/1980,INA,
217417,Esther,Van Londen,,4/28/1986,NED,
217418,Veronica,Coslovich,,2/28/1988,ITA,
217419,Ana,Lipartia,,5/6/1987,GEO,
217421,Claudia,Filippini,,10/22/1980,ITA,
217422,Galina,Kostova,,4/2/1986,BUL,
217423,Natalia,Zabala,,11/10/1983,USA,
217424,Eva,Diez,,4/15/1975,ESP,
217425,Nikhila,Narra,,2/8/1985,USA,
217427,Andrea,Cooper,,5/2/1983,GBR,
217428,Rachel,Shweky,,9/16/1982,USA,
217431,Alison,Silverio,,1/18/1985,USA,
217433,Gretchen,Haynor,,3/4/1982,USA,
217434,Olivia,Tudor,,5/1/1982,ROU,
217435,Mihaela,Sicoe,,8/19/1984,ROU,
217436,Cackie,Germic,,11/7/1966,USA,
217437,Stephanie,Sipe,,1/4/1965,USA,
217438,Miriam,Rahali,,9/25/1985,USA,
217440,Lilivette,Rivera,,2/25/1980,USA,
217441,Jonni,Seymour,,12/3/1979,USA,
217442,Millie,Begovic,,7/25/1981,GBR,
217443,Mateja,Spes,,1/12/1985,SLO,
217444,Eleni,Betsiou,,4/6/1986,GRE,
217445,Rebeccah,Rosenfield,,8/24/1979,AUS,
217447,Georgia,Gonzalez Massot,,9/11/1984,ESP,
217448,Laetitia,Allegrini,,1/19/1985,FRA,
217449,Sonora,Fontaine,,1/15/1982,FRA,
217451,Nathalie,Wallin,,9/16/1984,SWE,
217452,Elena,Samoilo,,6/4/1956,RUS,
217453,Geraldine,Figueiredo,,4/8/1978,FRA,
217454,Marina,Pantovic,,6/8/1985,FRA,
217455,Francesca,Agazzi,,3/17/1981,ITA,
217456,Alessandra,Gandossi,,1/3/1982,ITA,
217457,Erica,Tironi,,3/20/1985,ITA,
217458,Anna Laura,Baraldi,,5/6/1973,ITA,
217459,Satoko,Nakano,,8/2/1974,JPN,
217460,Jean,Willmann,,3/30/1984,AUS,
217461,Susannah,Dart,,2/11/1969,GBR,
217463,Katiuscia,Del Vecchio,,11/9/1982,ITA,
217464,Anastasia,Shevchenko,,5/6/1985,UKR,
217465,Delphine,Froidevaux,,6/3/1981,FRA,
217466,Valeria,Pertsukhova,,1/3/1988,UKR,
217467,Isabel,Jarosz,,6/3/1985,CAN,
217469,Rita,Gerecz,,7/30/1986,HUN,
217470,Amanpreet,Kaur,,8/3/1986,IND,
217471,Lisette,Pereira Aguilar,,8/11/1983,VEN,
217472,Darina,Berkova,,11/15/1985,CZE,
217473,Jin Jie,Gong,,9/3/1985,CHN,
217474,Sonia,Fondevila Castro,,9/5/1986,ESP,
217475,Helena,Franko,,7/26/1973,UKR,
217476,Klara,Zrustova,,1/2/1984,CZE,
217477,Krista,Sanders,,8/27/1986,NED,
217478,Ekaterina,Hirtopanu,,10/31/1985,ROU,
217479,Smaranda,Stan,,5/14/1985,ROU,
217480,Cornelia,Lassonczyk,,11/10/1985,GER,
217481,Maria Laura,Zarza,,4/10/1986,PAR,
217482,Monika,Lesniakova,,11/9/1986,SVK,
217483,Kristina,Geraniou,,2/15/1985,GRE,
217484,Anna,Jugeli,,5/23/1988,GEO,
217486,Maja,Milas,,8/18/1988,BIH,
217487,Marjorie,Ceppo,,8/26/1981,BRA,
217488,Milene,Souza,,10/6/1984,BRA,
217489,Julia,Nogueira,,7/10/1983,BRA,
217491,Ene,Ogbu,,3/26/1985,NGR,
217492,Patience,Otali,,7/23/1986,NGR,
217493,Ayoola,Odiah,,5/26/1970,NGR,
217494,Dora,Delgadillo,,6/1/1986,MEX,
217495,Maria,Soo,,8/21/1987,ISR,
217496,Irene,Gonzalez Gonzalez,,6/25/1973,ESP,
217497,Ikuko,Hirata,,1/18/1982,JPN,
217498,Laetitia,Bonny,,4/3/1981,FRA,
217499,Maria,Garcia Planas,,3/9/1987,ESP,
217500,Andrea,Davidova,,5/5/1986,CZE,
217501,Yanet,Yanez,,,CUB,
217502,Laura,Bastos,,3/26/1986,BRA,
217504,Amanda,Saiontz,,1/2/1985,USA,
217505,Weyli,Chang,,7/22/1980,USA,
217506,Anna,Korotkova,,9/19/1984,RUS,
217507,Rebecca,Spurr,,1/6/1979,NZL,
217508,Giorgia,Pontoglio,,9/16/1986,ITA,
217511,Marielle,Wallin,,3/27/1985,SWE,
217512,Yolanda,Rowe,,4/28/1981,AUS,
217513,Ornela,Basaric,,9/26/1984,BIH,
217514,Filomena,Nisi,,12/23/1986,ITA,
217515,Martina,Bregola,,1/9/1986,ITA,
217516,Marika,Petrosino,,6/29/1988,ITA,
217517,Claire,Webb,,6/14/1982,GBR,
217518,Thuy Dan,Nguyen,,3/31/1985,VIE,
217519,Yasuko,Saruta,,4/21/1986,JPN,
217520,Alexia,Ferrand,,6/11/1974,FRA,
217521,Karine,Preaud,,10/7/1975,FRA,
217522,Anna,Anoufrieva,,7/2/1985,RUS,
217523,Sara,Simbula,,7/13/1986,ITA,
217524,Laura,Morales Hernandez,,2/21/1984,ESP,
217525,Emi,Nozaki,,6/26/1986,JPN,
217526,Magdalena,Wojdylok,,3/24/1982,POL,
217527,Michaela,Carvanova,,2/13/1986,CZE,
217528,Nazli,Kutuk,,11/6/1987,TUR,
217530,Marie,Vallety,,7/20/1983,FRA,
217531,Helene,Stephens,,12/15/1984,USA,
217532,Amanat,Thind,,11/15/1988,IND,
217533,Anjani,Tandon,,10/24/1987,IND,
217534,Amanda,Pratzel,,11/1/1984,USA,
217535,Linda,Blank,,2/19/1986,GER,
217536,Lara,Wittmann,,8/5/1987,GER,
217537,Johanna,Pana,,2/19/1974,ROU,
217538,Sadietou Biguedenam,Mayou,,7/13/1988,TOG,
217539,Nicole,Briceno,,6/15/1987,USA,
217540,Klara,Tomsu,,4/2/1973,CZE,
217541,Nathalie,Roels,,3/1/1984,BEL,
217542,Ivana,Mark,,8/25/1981,SUI,
217543,Mareen,Beermann,,1/5/1984,GER,
217544,Estefania,Salvador Martinez,,2/6/1986,ESP,
217545,Sara,Tarraso Barber,,10/24/1986,ESP,
217546,Annalisa,Salvatelli,,1/22/1988,ITA,
217547,Alice,Covatta,,2/25/1985,SUI,
217548,Laura,Pretin,,3/5/1982,ITA,
217549,Anne Marie,Simonsen,,4/16/1988,DEN,
217550,Laura,Lechi,,1/28/1982,ITA,
217551,Ketevan,Okruashvili,,11/16/1986,GEO,
217552,Nuria,Cascon Lapido,,2/18/1989,ESP,
217553,Sabine,Pawelec,,8/15/1974,FRA,
217554,Mariona,Nadal Ribelles,,9/14/1984,ESP,
217555,Julia,Wieckowski,,9/9/1985,FRA,
217556,Emmanuelle,Zowczak,,8/16/1976,FRA,
217557,Paola,Alvarado,,6/13/1988,ECU,
217558,Stefani,Falconi,,12/15/1984,USA,
217561,Valentina,Imperio,,3/6/1981,ITA,
217562,Reina,Alexander,,10/28/1979,GBR,
217564,Merike,Stamberg,,7/29/1966,EST,
217565,Kristiina,Eskola,,10/8/1988,FIN,
217566,Sofi Helene,Weckman,,9/20/1988,FIN,
217567,Aislinn,Oneill,,11/26/1987,GBR,
217568,Siobhan,Oneill,,9/19/1985,GBR,
217569,Lama,Daouk,,8/31/1982,LIB,
217570,Rayssa,Haddad,,5/19/1989,LIB,
217571,Iva,Plachkova,,4/25/1985,BUL,
217572,Sladjana,Kos,,2/2/1985,YUG,
217573,Maja,Sundac,,5/3/1985,YUG,
217574,Atsumi,Mitsumine,,5/7/1982,JPN,
217575,Sayaka,Takahara,,2/17/1984,JPN,
217576,Pernille,Orloff Sattari,,2/12/1986,DEN,
217577,Philippa,Taul,,8/26/1985,DEN,
217579,Vanessa,Esteves,,11/25/1985,SUI,
217581,Nina,Knavs,,6/17/1985,SLO,
217582,Aleksandra,Cekic,,7/31/1984,CAN,
217583,Karin,Cislikowski,,3/18/1980,GER,
217584,Inga,Mueller,,2/20/1980,GER,
217585,Nina,Spaeth,,5/2/1985,GER,
217586,Daria,Galyanova,,9/1/1988,UKR,
217587,Oxana,Zhuchenko,,5/1/1987,UKR,
217588,Sabina,Warta,,6/22/1989,POL,
217589,Natalia,Yatsenka,,4/5/1982,BLR,
217590,Erica,Kosova,,11/2/1986,SVK,
217591,Preethi,Subramaniam,,3/11/1987,IND,
217593,Audrey,Moronval,,2/24/1985,FRA,
217594,Bing Jie,Luo,,11/1/1989,CHN,
217595,Yun Qiao,Ren,,1/10/1988,CHN,
217596,Yuan Yuan,Zhong,,2/28/1988,CHN,
217598,Katy,Sauboi,,4/21/1984,FRA,
217599,Anne Sophie,Vidal,,9/21/1984,FRA,
217600,Yana,Zvarich,,2/19/1988,ISR,
217601,Hsiu Ting,Huang,,1/13/1985,TPE,
217602,Yi Fan,Chen,,4/10/1988,TPE,
217603,Ya Wen,Lee,,8/22/1986,TPE,
217604,Varinia,Soler Bravo,,1/21/1986,ESP,
217605,Jana,Derkasova,,6/4/1988,CZE,
217606,Maria,Ivanov,,11/11/1983,AUS,
217607,Monika,Hohenecker,,12/21/1983,AUT,
217608,Rebeca,Estupina Ibanez,,4/17/1987,ESP,
217609,Giorgia,Capanni,,2/18/1976,ITA,
217610,Laura,Bredniak,,2/17/1986,USA,
217611,Tifanie,Treece,,9/20/1988,USA,
217612,Rosario,Barea De Lara,,9/2/1970,ESP,
217613,Maria,Bordons Ortiz,,1/14/1986,ESP,
217614,Romina,Mrochen,,3/28/1987,MEX,
217615,Ines,Pereira,,6/26/1989,POR,
217616,Tereza,Kotasova,,4/23/1985,CZE,
217617,Michaela,Matejickova,,2/13/1987,CZE,
217618,Rowena,Baierl,,3/31/1984,NED,
217619,Mary,Stevens,,11/24/1965,USA,
217620,Carmen,Arredondo,,3/23/1980,MEX,
217622,Lorena,Valente,,9/6/1988,BRA,
217623,Manuela,Santos,,6/13/1986,BRA,
217624,Marah,Calvo,,6/23/1987,PUR,
217625,Francesca,Bonomelli,,9/12/1988,ITA,
217626,Gaia,Lazzaroni,,9/13/1988,ITA,
217627,Katherine,Gladding,,4/14/1973,USA,
217628,Cecile,Bardoux,,5/26/1988,FRA,
217629,Julie,Bensilum,,1/14/1988,FRA,
217630,Andreia,Ribeiro,,9/3/1986,POR,
217631,Anna,Tyshing,,5/18/1985,AUS,
217632,Sarah,Wray,,12/11/1985,AUS,
217633,Michela,Pizzo,,6/24/1988,ITA,
217634,Magdalena,Maranda,,12/28/1985,POL,
217635,Aleksandra,Zakrzynska,,9/22/1987,POL,
217636,Luci,Gonzalez Puch,,10/25/1987,ESP,
217637,Carla,Lorenzo Jodar,,8/1/1989,ESP,
217638,Desiree,Galvan Suarez,,7/7/1980,ESP,
217639,Anahi,Navarro Ruano,,3/22/1988,ESP,
217641,Yukiko,Nakanishi,,7/31/1985,JPN,
217642,Maiko,Ohmi,,6/11/1986,JPN,
217643,Yuka,Matsumoto,,3/30/1984,JPN,
217644,Mika,Tanaka,,1/10/1984,JPN,
217645,Monica,Rincon,,2/4/1980,USA,
217646,Nicole,Fintell,,1/5/1985,USA,
217647,Shanna,Strong,,4/28/1975,USA,
217648,Jane,Huh,,9/26/1989,USA,
217649,Estelle,La Porte,,5/3/1989,USA,
217650,Maria,Ruiz Fabrega,,2/4/1982,USA,
217651,Jessica,Leitch,,8/12/1986,USA,
217652,Renata,Marcinkowska,,2/24/1965,USA,
217653,Laura,Levan,,4/8/1983,USA,
217654,Lindsey,Puchyr,,3/13/1984,USA,
217655,Christy,Greenly,,9/25/1985,USA,
217656,Timberly,Greenly,,12/9/1983,USA,
217658,Aleksandra,Stankovic,,10/4/1988,SWE,
217659,Caroline,Dedering,,8/12/1988,SWE,
217660,Anna,Khvedelidze,,12/19/1987,GEO,
217661,Marina,Nicolas Chueca,,11/7/1989,ESP,
217662,Jaclyn,Lucas,,3/11/1984,AUS,
217663,Samantha,Lucas,,9/17/1982,AUS,
217664,Marietta,Bigus,,9/9/1989,POL,
217665,Malgorzata,Glodkowska,,11/19/1989,POL,
217666,Natalia,Glodkowska,,11/19/1989,POL,
217667,Paulina,Mielewczyk,,5/7/1989,POL,
217668,Irina,Steirer,,12/29/1986,AUT,
217669,Claudia,Hirt,,10/1/1985,SUI,
217670,Petra,Douderova,,6/19/1975,CZE,
217671,Zuzana,Chmelarova,,2/24/1987,CZE,
217672,Paulina,Pokorna,,9/18/1988,CZE,
217673,Ceara,Oneill,,1/4/1990,GBR,
217674,Nina,Jauch,,1/27/1986,SUI,
217675,Patrycja,Komarska,,11/12/1986,POL,
217676,Diana,Bobkova,,8/31/1980,RUS,
217677,Heather,Lockhart,,6/9/1972,GBR,
217678,Oksana,Djulai,,8/12/1988,RUS,
217679,Silvia,Batista,,2/13/1967,MEX,
217680,Ledna,Martin,,7/7/1967,MEX,
217681,Carlota,Schwartz Caballe,,4/6/1989,ESP,
217682,Paloma,Navarro Montes De Oca,,12/14/1989,ESP,
217683,Jenny,Falcon Manrique,,2/4/1978,ESP,
217684,Natalia,Gonzalez Quintero,,5/24/1976,ESP,
217685,Laura,Andrei,,1/27/1979,ITA,
217686,Mihaela,Duna,,12/30/1987,ROU,
217687,Annika,Weisse,,1/3/1983,GER,
217688,Ana,Brandusan,,1/28/1986,ROU,
217689,Tamara,Bartkowiak,,9/22/1986,SUI,
217690,Mihaela,Giban,,5/23/1989,ROU,
217692,Monica,Purice,,12/16/1983,ROU,
217693,Anca,Vladean,,6/7/1985,ROU,
217694,Stefania,Vizireanu,,6/15/1988,ROU,
217695,Jelena,Djordjevic,,4/19/1985,SCG,
217696,Marija,Miladinovic,,8/17/1985,SCG,
217697,Yagmur Basak,Gone,,2/5/1990,TUR,
217698,Zeynep,Ozbarlas,,3/8/1988,TUR,
217699,Jelena,Zivanovic,,11/30/1985,CAN,
217700,Brooke,Rogers,,4/23/1985,USA,
217701,Mylie,Gillet,,8/17/1982,FRA,
217702,Andrea,Liniger,,1/30/1984,SUI,
217703,Amitha,Arudpragasam,,4/1/1990,SRI,
217704,Elisa,Mansell,,6/5/1988,GBR,
217705,Miranda,Foley,,8/3/1984,GBR,
217706,Jemima,King,,8/3/1982,GBR,
217707,Carla,Bell,,1/2/1987,GBR,
217708,Amelia,Frendo,,6/5/1988,GBR,
217711,Zina,Bretzel,,5/14/1989,GER,
217713,Neus,Bestard Pomar,,3/11/1992,ESP,
217714,Saori,Miyamoto,,7/5/1989,JPN,
217715,Anne,Le Gall,,4/4/1988,FRA,
217716,Julia,Lorca,,5/27/1993,FRA,
217717,Kelli Elizabeth,Close,,4/9/1994,USA,
217721,Shkekyana,Dubova,,8/21/1994,KGZ,
217722,Malika,Arifjanova,,6/6/1991,UZB,
217723,Yukari,Nakashima,,6/20/1990,JPN,
217725,Gussie,Osullivan,,7/26/1994,AUS,
217727,Sian,Bayliss,,2/7/1993,GBR,
217728,Mikaela,Kristofersson,,8/23/1990,SWE,
217729,Elliesa,Ball,,8/16/1992,GBR,
217730,Erika,Faba Lopez,,5/4/1993,ESP,
217731,Natalia,Zamora Jimenez,,4/17/1993,ESP,
217732,Melanie,Tu,,,USA,
217733,Mo,Cao,,1/18/1991,CHN,
217734,Andela,Brguljan,,7/29/1993,CRO,
217735,Yu Ting,Deng,,2/15/1992,CHN,
217736,Lu,Lin,,9/4/1992,CHN,
217737,Joke,De Kok,,5/5/1992,BEL,
217739,Lien,Van Geel,,9/9/1994,BEL,
217740,Kirsten,Willems,,3/3/1991,BEL,
217742,Ji Hyun,Oh,,3/1/1987,KOR,
217743,Nastasiya,Kipina,,3/8/1991,RUS,
217744,Irina,Tregub,,2/24/1988,RUS,
217746,Petra,Kopic,,9/30/1994,CRO,
217747,Candice,Laurent,,5/13/1991,FRA,
217748,Lenka,Filipova,,8/18/1993,SVK,
217749,Katy,Oshea,,5/13/1992,AUS,
217750,Lauren,Townrow,,3/11/1991,GBR,
217752,Sandra,Herrera Gonzalez,,12/8/1991,ESP,
217753,Yuka,Sadakane,,2/23/1993,JPN,
217756,Whitney P,Kay,,6/25/1993,USA,
217757,Sydni,Katz,,6/12/1988,USA,
217758,Rei,Ikeda,,4/1/1994,JPN,
217759,Hana,Shimokawa,,1/7/1993,JPN,
217760,Anastasiya,Tripolskaya,,8/31/1993,RUS,
217761,Elizaveta,Deykun,,1/12/1994,RUS,
217762,Nataliya,Naumova,,5/4/1995,RUS,
217763,Alice Alexandra,Banica,,9/14/1995,ROU,
217764,Iulia,Vodislav,,2/27/1993,ROU,
217765,Maria Paula,Bagnati,,6/23/1989,ARG,
217766,Jasmine Nicole,Minor,,8/26/1993,USA,
217768,Hana,Umek,,3/5/1993,SLO,
217771,Adi,Ella,,4/11/1993,ISR,
217773,Sharon Nosipho,Makhanya,,9/8/1986,RSA,
217774,Marnelle,Boshoff,,1/19/1995,RSA,
217775,Alexandra,Leatu,,8/12/1992,USA,
217778,Minori,Himeno,,9/1/1994,JPN,
217779,Momoka,Hoshino,,9/30/1994,JPN,
217780,Mafalda,Lhorca,,7/28/1992,POR,
217781,Angela,Roesler,,7/18/1990,SWE,
217782,Natalia,Kozel,,7/11/1992,POL,
217784,Kelsey,Lawson,,6/10/1992,USA,
217785,Luz Rocio,Jara,,10/25/1993,ARG,
217786,Melina,Gonzalez Morganti,,1/6/1992,ARG,
217787,Sabine,Neteler,,8/15/1979,GER,
217788,Kate,Hole,,11/9/1982,AUS,
217789,Insa,Wickmann,,10/2/1989,GER,
217791,Alex,Martin,,2/25/1992,USA,
217792,Ashley M,Kitchen,,3/4/1994,USA,
217794,Martina,Alabiso,,7/29/1985,ITA,
217796,Eva Maria,Sjolund,,2/16/1993,SUI,
217797,Sara,Tegner,,7/3/1988,SWE,
217799,Lisa,Piller,,1/30/1991,SUI,
217801,Elin,Winkler,,5/18/1992,SUI,
217802,Lea,Winkler,,7/30/1994,SUI,
217803,Stacia,Kissell,,9/14/1993,USA,
217804,Alexandria,Walters,,1/11/1990,USA,
217805,Ariane,Maack,,11/4/1989,GER,
217806,Nina,Pfahler,,6/17/1992,GER,
217807,Pauline,Descat,,8/15/1994,FRA,
217808,Maylis,Lafaysse,,12/17/1994,FRA,
217810,Olivia,Larsson,,4/10/1994,SWE,
217811,Viktoria,Matejevic,,4/26/1993,SWE,
217812,Natalie Greer Watts,Da Silveira,,4/29/1996,BRA,
217814,Stephanie,Sagaspe,,3/4/1982,FRA,
217815,Irene,Gonzalez Olivar,,6/12/1992,ESP,
217817,Haruna,Umemoto,,5/4/1994,JPN,
217819,Dide,Beijer,,8/28/1993,NED,
217820,Theresa Maria,Braun,,4/25/1991,GER,
217822,Samantha,Noble,,12/2/1989,GBR,
